Debiteurnummer,Account,Adres + nr,nummer,toevoeging,Postcode,Plaats,Stadsdeel,,,,,,,,,,Sector
333541,1983 Rotterdam,Nieuwemarkt 49,49,,3011HP,Rotterdam,Rotterdam,,,,,,,,,,
333542,,,,,,,,,,,,,,,,,
333543,,,,,,,,,,,,,,,,,
333544,Slijterij Berendsen,Deurningerstraat 27,27,,7514BC,Enschede,Enschede,,,,,,,,,,
333545,Burg Bieren,Putterweg 45,45,,3851GB,Ermelo,Ermelo,,,,,,,,,,
333546,De Cocktailfiets,Zuideinde 92,92,,2991LK,Barendrecht,Barendrecht,,,,,,,,,,
333547,,,,,,,,,,,,,,,,,
333548,Fine Dining Sense,Raadhuisstraat 1,1,,5261EH,Vught,Vught,,,,,"De chauffeur mag het achter bij de personeelsingang neerzetten. Zo mogelijk wel vanaf donderdag tm zondag. Anders staat de bestelling te lang buiten. 

Als je voor sense staat ga je met de bocht mee linksaf. Ter hoogte van de kerk aan je rechterzijde vind je links een oprit met een parkeerplaats voor 3 autos. (Ook zie je stikkers van sense, bijna niet te missen). In die oprit zie je een picknick bankje. Daar is de personeelsingang en mag ook de levering worden neergezet. 
",,,,,
333549,,,,,,,,,,,,,,,,,
333550,Belmond Premium Brands,Nadgoriska 8,8,,1000,Ljubljana,Ljubljana,,,,,,,,,,
333551,’t Kalkoentje,Utrechtsestraatweg 143,143,,3911TS,Rhenen,Rhenen,,,,,,,,,,
333552,Agave Spirits B.V.,Postbus 1657,,,1000BR,Amsterdam,Amsterdam,,,,,,,,,,
333553,Cafe Lux,Marnixstraat 403,403,,1017PJ,Amsterdam,020-Centrum,,,,,,,,,,5
333554,Cafe Garcon,Johannes Verhulststraat 105,105,,1071MX,Amsterdam,020-Zuid,,,,,,,,,,3
333555,HEM VAN ALPHENSTRAAT ZANDVOORT B.V.,BURGEMEESTER VAN ALPHENSTRAAT 63,63,,2041KG,Zandvoort,Zandvoort,,,,,,,,,,
333556,Paleis van de Weemoed,Oudezijds Voorburgwal 15-17,15-17,,1012EH,Amsterdam,020-Centrum,,,✔️,,,,,,,5
333557,Pasteuning Wines & Spirits,Willemsparkweg 11,11,,1071GN,Amsterdam,020-Zuid,,,,,,,,,,3
333558,AH Warmond,Dorpsstraat 2,2,,2361BB,Warmond,,,,,,,,,,,
333559,Pineapple Drinks Club,Helicopterstraat 32,32,,1059CG,Amsterdam,020-Zuid,,,,,,,,,,3
333560,,,,,,,,,,,,,,,,,
333561,Restaurant de Juwelier,Utrechtsestraat 51,51,,1017VJ,Amsterdam,020-Centrum,,,,,"Vanaf 10:30u aanwezig, alternatief lever adres Restaurant 212",,,,,5
333562,,,,,,,,,,,,,,,,,
333563,,,,,,,,,,,,,,,,,
333564,Wijnhuis Bollaert BV,Hundelgemsesteenweg 286,286,,9820,Merelbeke,Merelbeke,,,,,,,,,,
333565,Vanavil BV,Burgemeester van Stamplein 280C,280,c,2132BH,Hoofddorp,Hoofddorp,,,,,,,,,,
333566,Pyk Slyterij,Houtmarkt 14,14,,7411CG,Deventer,Deventer,,,,,,,,,,
333567,,,,,,,,,,,,,,,,,
333568,,,,,,,,,,,,,,,,,
333569,,,,,,,,,,,,,,,,,
333570,,,,,,,,,,,,,,,,,
333571,,,,,,,,,,,,,,,,,
333572,Café Samabe,Korte Veerstraat 1,1,,2011DA,Haarlem ,Haarlem,,,,,,,,,,
333573,Bar Glasz,Straatweg 270A,270,a,3047BP,Rotterdam,Rotterdam,,,,,,,,,,
333574,Wonton Club,Jan Evertsenstraat 11H,11,h,1057BL,Amsterdam,020-west,,,,,,,,,,4
333575,Pillows Grand Boutique Hotel Ter Borch,Stationsweg 9,9,,8011CZ,Zwolle,Zwolle,,,,,,,,,,
333576,Marc Kroon Wijn BV.,Zanddonkweg 1H,1,H,5144NX,Waalwijk,Waalwijk,,,,,,,,,,
333577,,,,,,,,,,,,,,,,,
333578,Restaurant Cornerstone,Papaverweg 11,11,,1032KD,Amsterdam,020-Noord,,,,,alternatief adres: Korte Papaverweg 14A Autobedrijf Yassin,,,,,1
333579,Tales Groningen,Schuitendiep 33,33,,9711Ra,Groningen,Groningen,,,,,,,,,,
333580,Grand Cafe de Oude School,Dorpsstraat 38-40,38-40,,2361BE,Warmond,Warmond,,,,,,,,,,
333581,Succulent Spirits & Co,Slego 1a,1,a,1046BM,Amsterdam,Amsterdam,,,,,Leveren bij AWC,,,,,4
333582,Restaurant Unique,Vest 2,2,,2801VC,Gouda,Gouda,,,,,,,,,,
333583,Right Spirits GmbH,Anglerstrasse 11,11,,80339,munchen,munchen,,,,,,,,,,
333584,Restobar Saluut,Koestraat 54,54,,5261CM,Vught,Vught,,,,,,,,,,
333585,Blue Amsterdam,Singel 457,457,,1012WP,Amsterdam,020-centrum,,,,,"VANAF 10U LEVEREN, KALVERPASSAGE, MET LIFT NAAR BOVENSTE VERDIEPING",,,,,5
333586,EM SCHILLER HOTEL BV,Rembrandtplein 26,26,,1017CV,Amsterdam,020-centrum,,,,,,,,,,
333587,Luxury Selection by D-Vine,KNSM-Laan 293,293,,1019LE,Amsterdam,020-Oost,,,,,,,,,,
333588,Clamato,Kelfkensbos 28,28,,6511TB,Nijmegen,Nijmegen,,,,,,,,,,
333589,Pijlsteeg BV (VERKOOP),Pijlsteeg 31-43,31,,1012HH,Amsterdam,020-Centrum,,,,,,,,,,
333590,Cafe Restaurant Flora,De Constant Rebecquestraat 55,55,,2518RC,Den Haag,Den Haag,,,,,,,,,,
333591,Movenpick Hotel Brussels Airport,Monnikenwerve 17-19,17-19,,8000,Brugge,Brugge,,,,,,,,,,
333592,Cafe Wilhelmina II BV,Eerste Helmersstraat 83 A,83,A,1054CR,Amsterdam,020-West,,,,,,,,,,4
333593,WED. A.P. Boonekamp BV,Elementstraat 16,16,,1014AR,Amsterdam,Amsterdam,,,,,,,,,,
333594,,,,,,,,,,,,,,,,,
333595,Huijbrechts Chocolade,Kruisstraat 10,10,,5281AW,Boxtel,Boxtel,,,,,,,,,,
333596,Orchid House B.V.,Linnaeustraat 2c,2,c,1092ck,Amsterdam,020-Oost,,,,,,,,,,
333597,,,,,,,,,,,,,,,,,
333598,,,,,,,,,,,,,,,,,
333599,,,,,,,,,,,,,,,,,
333600,,,,,,,,,,,,,,,,,
333601,Hermanos Restaurants BV,Phoenixstraat 54,54,,2611AM,Delft,Delft,,,,,,,,,,
333602,Cafe Vita Lente,Jan Pieter Heijestraat 94A HS,94,a-HS,1053GS,Amsterdam,020-West,,,,,PARKEREN OP DE BRUG,,,,,
333603,Restaurant d'Vijff Vlieghen,Spuistraat 294-302,294-302,,1012VX,Amsterdam,020-Centrum,,,,,,,,,,
333604,Lima Nijmegen,Mariënburg 68,68,,6511PS,Nijmegen,Nijmegen,,,,,,,,,,
333605,,,,,,,,,,,,,,,,,
333606,Jigger,Hoogstraat 73A,73,a,3011HX,Rotterdam,Rotterdam,,,,,"Alternatief: Neigborhood, Herenplaats 1, 3011LC",,,,,
333607,Untable B.V.,Bergweg 335,335,,3037EP,Rotterdam,Rotterdam,,,,,"Alternatief, ARC",,,,,
333608,,,,,,,,,,,,,,,,,
333609,Glow Minigolf Amsterdam,Prins Hendrikkade 194,194,,1011TD,Amsterdam,020-Centrum,,,,,VANAF 11:00U LEVEREN,,,,,
333610,Chi Chi - The Golf Venue,Gageldijk 1,1,,3566ME,Utrecht,Utrecht,,,,,,,,,,
333611,Brasserie Margaux B.V.,Beethovenstraat 27 A,27,a,1077HM,Amsterdam,020-Zuid,,,,,,,,,,
333612,Edwines School,Sprengenweg 6,6,,8161ND,Epe,Epe,,,,,,,,,,
333613,Salut Amsterdam,Gerard Doustraat 98H,98,h,1072VX,Amsterdam,020-Zuid-De Pijp,,,,,,,,,,
333614,Nazka Sur BV,Van Ostadestraat 354,354,,1073TZ,Amsterdam,020-Zuid-De Pijp,,,,,,,,,,
333615,Licor Amor,Voorstraat 48,48,,3931HE,Woudenberg,Woudenberg,,,,,,,,,,
333616,Bistro de la Mer,Utrechtsestraat 57,57,,1017VJ,Amsterdam,020-centrum,,,,,Vanaf 11u leveren,,,,,
333617,Yuca Nijmegen,Plein 1944 141,141,,6511JH,Nijmegen,Nijmegen,,,,,,,,,,
333618,,,,,,,,,,,,,,,,,
333619,Bar Bouche,Wibautstraat 107H,107,H,1091GL,Amsterdam,Amsterdam,,,,,,,,,,
333620,Cafe Spoorloos,Westerstraat 97,97,,2013PN,Haarlem,Haarlem,,,,,,,,,,
333621,,,,,,,,,,,,,,,,,
333622,,,,,,,,,,,,,,,,,
333623,,,,,,,,,,,,,,,,,
333624,Spirits4All (Verkoop),Amaliastraat 37,37,,3522AS,Utrecht,Utrecht,,,,,,,,,,
333625,,,,,,,,,,,,,,,,,
333626,Ortam,Cor Kieboomplein 481,481,,3077MK,Rotterdam,Rotterdam,,,,,Ingang leveranciers is aan de achterzijde,,,,,
333627,,,,,,,,,,,,,,,,,
333628,,,,,,,,,,,,,,,,,
333629,,,,,,,,,,,,,,,,,
333630,,,,,,,,,,,,,,,,,
444777,"Incidentele levering, check extra informatie",,,,,,,,,,,,,,,,
777000,Bart's Bottles Events Account,portsmuiden 13,13,,1046AH,Amsterdam,020-Westpoort,,,,,,,,,,4
777001,Sample Bar Cane and Grain,Bilderdijkstraat 87-H,87,H,1053KM,Amsterdam,020-West,,,,,,,,,,4
888880,h/o Circl,Gustav Mahlerlaan 10,10,,1082PP,Amsterdam,020-Zuid,,,,,,,,,,3
888881,Bottles&Booze,Vinkenburgstraat 6,6,,3512AB,Utrecht,Utrecht,,,,,,,,,,
888882,Quartier Putain,Oudekerksplein 4,4,,1012GZ,Amsterdam,020-Centrum,,10:30,,,,,,,,5
888883,De Bierkoning,Paleisstraat 125,125,,1012ZL,Amsterdam,020-Centrum,,,,,,,,,,5
888885,Under Current,Papaverweg t/o nr 54,54,,1032KJ,Amsterdam,020-Noord,,,,,,,,,,1
888886,Dirty Chicken Club B.V.,Warmoesstraat 35-37,35,,1012HV,Amsterdam,020-Centrum,,,,,,,,,,5
888887,De Japanner (West),Jacob van Lennepstraat 66,66,,1053HL,Amsterdam,020-West,,,✔️,✔️,,,JAP W,,,4
888888,Tafelberg,Oude Naarderweg 2,2,,1261DS,Blaricum,Blaricum,,,,,,,,,,
888889,Boekx BV,Leidsegracht 9,9,,1017NA,Amsterdam,020-Centrum-Zuid,,,,,,,,,,3
888890,Bar Alt BV,Stadionplein 103,103,,1076CK,Amsterdam,020-Zuid,,,,,,,,,,3
APS900035,Mereveld,Merelveldseweg 9,9,,3585LH,Utrecht,Utrecht,,,,,Hans Stelling 0302514780,,,,,
APS900263,Hofman Café,Janskerkhof 17A,17,,3512BM,Utrecht,Utrecht,,,,,Daniel,06 48469493,,,,
APS900792,Jack Rabbit ,Neude 29,29,,3512 AE,Utrecht,Utrecht,,,,,Ewy Grigoriou 06 53277737,,,,,
APS901672,Coffee Company Vismarkt,Vismarkt 4,,,3511KR,Utrecht,Utrecht,,,,,Marissa Heijnen,,,,,
APS902116,Cafe 't Neutje,Neude 30,30,,3512AG,Utrecht,Utrecht,,,,,030 232 24458 Danielle van Hout,,,,,
APS902151,Leen B.V.,Heuveloord 140,140,,3523CK,Utrecht,Utrecht,,,,,Marc Klopstra,06 12879087,,,,
APS903885,American Steakhouse Broadway (APS zending),Vinkenkade 12,12,,3552 XA,Utrecht,Utrecht,,,,,Parkeren op de gracht. Smalle trap naar beneden,,,,,
APS904081,WT Urban Kitchen,Heuveloord 25a,25,a,3523CK,Utrecht,Utrecht,,,,,,,,,,
APS904237,Fico,Veilinghavenkade 14,14,,3521AK,Utrecht,Utrecht,,,,,,,,,,
APS904518,Restaurant Se7en,Mariaplaats 7,7,,3511LH,Utrecht,Utrecht,,,,,Martijn Knijff 030 231 8084,,,,,
APS904737,De Pizzabakkers Nachtegaalstraat,Nachtegaalstraat 70,70,,3581AM,Utrecht,Utrecht,,,,,Jean Marc van der Stap 0610574052,,,,,
APS905154,The Real Mccoy Horeca Exploitatie,Drieharingstraat 5,5,,3511BH,Utrecht,Utrecht,,,,,Marco Von Schukkmann,06 43286477,,,,
APS905331,De Stad BV,Vredenburg 40,40,,3511BD,Utrecht,Utrecht,,,,,Ilja van de kieft        03 02271857,,,,,
APS905536,SLa H.C. B.V.,Catharijne esplanade 45,45,,3511WK,Utrecht,Utrecht,,,,,"Jodi Ko        06 47613438
",,,,,
APS905799,Janskerkhof BV Metro Utrecht ,Jaarbeursplein 15,15,,3521AM,Utrecht,Utrecht,,,,,Anneke van der Werff,,,,,
APS905804,Broers Utrecht,Janskerkhof 9,9,,3512BK,Utrecht,Utrecht,,,,,Wes Schreutelkamp 06 42401406,,,,,
APS905910,De Kloosterhoeve,Kloosterweg 2,2,,3481XC,Harmelen,Harmelen,,,,,Jos Kraan 06 54300576,,,,,
APS905934,Bunk Hotel Utrecht,Catharijnekade 9,9,,3511RT,Utrecht,Utrecht,,,,,Luna Grillet 06 12368040,,,,,
APS906160,Spaghetteria Korte Koestraat,Korte koestraat 4,,,3511RP,Utrecht,Utrecht,,,,,Onno Splinter,06 48575299,,,,
APS906332,The Anthony BV,Kanaalstraat 197,197,,3531 CG,Utrecht,Utrecht,Utrecht,Utrecht,,,Job Staal 06 24808494,,,,,
APS906373,Pacha Pizzabakkers Leidsche Rijn,Brusselplein 3,3,,3541CH,Utrecht,Utrecht,,,,,Euseleny Liberato Cubilete        030 737 00 18,,,,,
APS906438,De Utrechtse Wijnkelder/Rum-Club,Oudegracht aan de Werf 111,111,,3511AL,Utrecht,Utrecht,,,,,634144727,,,,,
APS906890,De Utrechtse Eetbar - Ruby Rose,Korte Jansstraat 23,23,,3512GM,Utrecht,Utrecht,,,,,06 15944439 Diango Alvares,,,,,
APS907172,Muze Hotel Utrecht,Tolsteegsignel 34,34,,3582 AH,Utrecht,Utrecht,,,,,,,,,,
APS907346,FAK!,Drieharingstraat 16,16,,3511BJ,Utrecht,Utrecht,,,,,Dicky Stemerdink 06 46271961,,,,,
APS907408,Vegitalian Schoutenstraat,Schoutenstraat 17,17,,3512GA,Utrecht,Utrecht,,,,,06 45137481 Marc de Rooij,,,,,
APS907927,Carmel Market,Janskerkhof 10,10,,3512BL,Utrecht,Utrecht,,,,,Olivier Loven 06 23111268,,,,,
APS907937,E&Co,Lange Viestraat 6,6,B,3511BK,Utrecht,Utrecht,,,,,06 82604012 Janneke - tot 11:30u leveren,,,,,
APS908029,Koenraad,Voorstraat 14,14,,3512AN,Utrecht,Utrecht,,,,,Jordy Bakhuizen,,,,,
APS908047,Lebowksi,Domplein 17,17,,3512JD,Utrecht,Utrecht,,,,,Marco Terlau 0621291230,,,,,
APS908118,Duke of Tokyo Utrecht,Ganzenmarkt 2,2,,3512GE,Utrecht,Utrecht,Utrecht,Utrecht,,,Ben Warren 0634937609,,DOT U,,,
APS908391,Restaurant Pand 33,Nieuwegracht 33,33,,3512 LD,Utrecht,Utrecht,,,,,030 231 7495  Mariss Rill,,,,,
APS908499,Café Carèl,Janskerkhof 6,6,,3512BK,Utrecht,Utrecht,,,,,,,,,,
APS908783,Cafe Restaurant Graaf Floris,Vismarkt 13,13,,3511KS,Utrecht,Utrecht,,,,,Rik van Orsouw 0302314996,,,,,
APS908795,Sumventure,Willem van noortstraat 65,65,,3514GC ,Utrecht,Utrecht,,,,,Sumeet Bikha 06 34191402,,,,,
APS909151,Papi's Comfort Kitchen,Twijnstraat 15,15,,3511BH,Utrecht,Utrecht,,,,,Dara Wiegerinck         06 36591959,,,,,
APS909165,Ubica,Ganzenmarkt 24-26,24-26,,3512GE,Utrecht,Utrecht,,,,,Daavid Lambers 030 2332800,,,,,
APS909215,Le French Cafe Utrecht BV,Voorstraat 18,18,,3512AN,Utrecht,Utrecht,,,,,06 51795607 Dennis Kruijff,,,,,
APS909412,Stadsjochies BV,Rijndijk 14,,,3585LG,Utrecht,Utrecht,,,,,Jan Gresnigt,06 42985400,,,,
APS909531,Club Claar,Voor clarenburg 7,7,,3511JE,Utrecht,Utrecht,,,,,Caspar Steegmans,06 45784972,,,,
APS909596,Gardens Business Centre Oudlaen,Oudlaan 4,4,,3515GA,Utrecht,Utrecht,,,,,Fred Verweij 0621291230,,,,,
APS909600,Three is a magic Number,Rotsoord 7a,7,A,3523CL,Utrecht,Utrecht,,,,,Frank Kuipers       0 651236077,,,,,
APS913630,Margie's,Drieharingstraat 9,9,,3511BH,Utrecht,Utrecht,,,,,Dara        06 36591959,,,,,
APS913678,Restaurant Heimat BV,Biltstraat 48,48,,3572 BC,Utrecht,Utrecht,,,,,Niels van Zijl        030 785 9839,,,,,
APS913721,Sevilla Utrecht,Korte Jansstraat 5,5,,3512GM,Utrecht,Utrecht,,,,,,,,,,
aps913725,Leo Leo Utrecht BV,Twijnstraat 58,58,,3512 AE,Utrecht,Utrecht,,,,,,,,,,
APS913726,Osteria Emilia,Oudegracht aan de Werf 121,121,,3511 AL,Utrecht,Utrecht,,,,,06 39205994  Brian Steevens,,,,,
APS913739,Paloma,Mariaplaats 11,11,,3511LJ,Utrecht,Utrecht,,,,,Tim 06 18168421,,,,,
APS913753,Longhorn Utrecht,Van Sijpesteijnkade 1,1,,3521 AH,Utrecht,Utrecht,,,,,,,,,,
APS913828,Utregs Wijnhuis,Achter de dom 8,8,,3512JP,Utrecht,Utrecht,,,,,Sjors Brake,,,,,
APS913831,Rooie Nel,Jagerskade 13,13,,3552TL,Utrecht,Utrecht,,,,,Marlou Kleijnen        030 7210004,,,,,
APS914193,Gran Cafe Brava,Croeselaan 303,303,,3521BT,Utrecht,Utrecht,,,,,Max van Lieshout,06 24241190,,,,
APS914201,The Fools,Hamburgerstraat 14,14,,3512NR,Utrecht,Utrecht,,,✔️,,Vasilis Siorovigkas        06 49290515,,,,,
APS914266,Branddoctors BV,Rotsoord 3A,3,a,3523CL,Utrecht,Utrecht,,,,,Office manager        06 83699952,,,,,
APS914465,Dr. Henri van der hoeve kliniek,oudlaan 7,7,,3515GA,Utrecht,Utrecht,,,,,Marloes pieters	030 2758275,,,,,
APS914610,Maresia Utrecht,Ganzenmarkt 16A,16,a,3512GD,Utrecht,Utrecht,,,,,Brian stevens        06 39205994,,,,,
APS914690,Pakhuis,Janskerkhof 21,21,,3512BN,Utrecht,Utrecht,,,,,Daan Jansen 06-36133564,,,,,
APS914692,De Tennisclub Utrecht BV (NAR),Nijverheidsweg 6,6,,3534AM,Utrecht,Utrecht,,,,,Bart Van Oss        06 25467748,,,,,
APS914710,En-Public,Blauwenkapelseweg 30,30,,3575KC,Utrecht,Utrecht,,,,,Dylan Jonkhart        0681045525,,,,,
APS914845,Sushi Today,Herculesplein 373,373,,3584AA,Utrecht,Utrecht,,,,,Danny Hu 06 31937350,,,,,
BART,Bart van Veen,Cornelis van Alkemadesraat 34,,,,,,,,,,,,,,,
EFE,EFE,contactweg 133,133,,1014BJ,Amsterdam,Amsterdam,,,,,,,,,,4
POSTRD,Tabac & Gifts (PostNL Punt),Weena 691--693,691-693,,3013AM,Rotterdam,Rotterdam,,,,,"Let op, alleen afhalen",,,,,
,Account Name,Verzendadres,Huisnummer,Toevoeging,Postcode,Verzendadres plaats,Stadsdeel/Stad,Levering na: ,Levering voor:,Sleutel?,Alarm/code,Locatieinstructie,Bij voorkeur zijkant laden,Afkorting op doos,,,
,,,,,,,,,,,,,,,,,
IJS,The Ice Factory,Weerenweg 10,10,,1161AH,Halfweg,Halfweg,,,,,,,,,,
Ooijevaar,De Ooijevaar Distilleerderij A.v.Wees,Driehoekstraat 10,10,,1015GL,Amsterdam,Amsterdam,,,,,,,,,,
APS915024,Utrechtsch Studentem Corps,Janskerkhof 14,14,,3512BL,Utrecht,Utrecht,,,,,John Stokker        06-48764540,,,,,
APS915078,Zware Jongens BV,Wisselstraat 7,7,,3551WG,Utrecht,Utrecht,,,,,Stefan Gusatu	06 20280938,,,,,
APS905182,SLA Utrecht (VS),Voorstraat 52,52,,3551AR,Utrecht,Utrecht,,,,,,,,,,
APS915100,Champagneman,Minahassastraat 8,8,,3531KX,Utrecht,Utrecht,,,,,,,,,,
APS915103,De Cocktail Club BV,Van Musschenbroekbaan 3A,3,A,3439MX,Nieuwegein,Nieuwegein,,,,,,,,,,
APS903851,Madeleine,t Wed 3A,3,A,3512JH,Utrecht,Utrecht,,,,,,,,,,
APS914905,Conscious Hotel Oudegracht BV,Oudegracht 245,245,,3511NL,Utrecht,Utrecht,,,,,Samantha Pia-ud        06 40780306,,,,,
APS906950,Stylepoint BV,Kanaaldijk 5,5,,3542AP,Utrecht,Utrecht,,,,,Micha de Ridder 0617767855,,,,,
Nazka,Restaurant Nazka,Van Ostadestraat 354,354,,1073LT,Amsterdam,Amsterdam,,,,,Raul 0622915561,,,,,
REPRESENTABLE,REPRESENTABLE,Rozengracht 162,162,,1016NK,Amsterdam,Amsterdam,,,,,,,,,,
APS913807,Skins Cosmetics,Steenweg 42-44,42,,3511 JS,Utrecht,Utrecht,,,,,,,,,,
APS903502,Restaurant Gys,Voorstraat 77,77,,3512 AL,Utrecht,Utrecht,,,,,Gijs Werschkull	030 2591788,,,,,
APS904440,Nordkapp Coffee,Uraniumweg 21,21,,3542AK,Utrecht,Utrecht,,,,,Jasper Overdevest	06 13709857,,,,,
APS914439,De Strooppot,Oostzijde 42-43,42-43,,1426AE,De Hoef,De Hoef,,,,,,,,,,
APS915190,Ohrizon BV,Dorpstraat 6,6,,3611AE,Oud Zuilen,Oud Zuilen,,,,,,,,,,
